image,true_count,predicted_count,error
sideRight__BLR-2018-05-22_11-54-07_sideRight__0005955,3,3,0
sideRight__BLR-2018-05-22_11-54-07_sideRight__0006180,2,2,0
sideRight__BLR-2018-05-22_11-54-07_sideRight__000636_r,5,5,0
sideRight__BLR-2018-05-22_12-04-54_sideRight__0000150,5,6,1
sideRight__BLR-2018-05-22_12-04-54_sideRight__0000195,8,7,-1
sideRight__BLR-2018-05-22_12-04-54_sideRight__000024_r,6,5,-1
sideRight__BLR-2018-05-22_12-04-54_sideRight__0002625,10,10,0
sideRight__BLR-2018-05-22_12-04-54_sideRight__0003930,7,9,2
sideRight__BLR-2018-05-22_12-04-54_sideRight__0008295,2,2,0
sideRight__BLR-2018-05-22_12-04-54_sideRight__000838_r,1,3,2
sideRight__BLR-2018-05-22_12-04-54_sideRight__000928_r,2,2,0
sideRight__BLR-2018-05-22_12-04-54_sideRight__0009420,1,1,0
sideRight__BLR-2018-05-22_12-04-54_sideRight__000951_r,7,6,-1
sideRight__BLR-2018-05-22_12-04-54_sideRight__0009555,7,8,1
sideRight__BLR-2018-05-22_12-04-54_sideRight__0010500,1,1,0
sideRight__BLR-2018-05-22_13-01-18_sideRight__000136_r,3,3,0
sideRight__BLR-2018-05-22_13-01-18_sideRight__000168_r,3,3,0
sideRight__BLR-2018-05-22_13-01-18_sideRight__000262_r,2,2,0
sideRight__BLR-2018-05-22_13-01-18_sideRight__000505_r,2,1,-1
sideRight__BLR-2018-05-22_13-01-18_sideRight__000541_r,2,1,-1
sideRight__BLR-2018-05-22_13-01-18_sideRight__0006675,1,1,0
sideRight__BLR-2018-05-22_13-01-18_sideRight__000685_r,4,4,0
sideRight__BLR-2018-05-22_13-01-18_sideRight__0007305,4,6,2
sideRight__BLR-2018-05-22_13-01-18_sideRight__000856_r,7,5,-2
sideRight__BLR-2018-05-22_13-01-18_sideRight__000991_r,2,1,-1
sideRight__BLR-2018-05-22_13-01-18_sideRight__000996_r,3,5,2
sideRight__BLR-2018-05-22_13-13-31_sideRight__0000825,3,3,0
sideRight__BLR-2018-05-22_13-13-31_sideRight__000204_r,3,3,0
sideRight__BLR-2018-05-22_13-13-31_sideRight__000289_r,7,6,-1
sideRight__BLR-2018-05-22_13-13-31_sideRight__0003075,5,6,1
sideRight__BLR-2018-05-22_13-21-45_sideRight__000172_r,4,3,-1
sideRight__BLR-2018-05-22_13-21-45_sideRight__000249_r,1,0,-1
sideRight__BLR-2018-05-22_13-21-45_sideRight__000384_r,3,3,0
sideRight__BLR-2018-05-22_13-21-45_sideRight__000465_r,1,1,0
sideRight__BLR-2018-05-22_13-21-45_sideRight__000636_r,6,4,-2
sideRight__BLR-2018-05-22_13-21-45_sideRight__000721_r,1,1,0
sideRight__BLR-2018-05-22_13-21-45_sideRight__0007485,9,6,-3
sideRight__BLR-2018-05-22_13-21-45_sideRight__0008295,4,6,2
sideRight__BLR-2018-05-22_13-21-45_sideRight__0009375,3,1,-2
sideRight__BLR-2018-05-22_13-21-45_sideRight__0009555,3,1,-2
sideRight__BLR-2018-05-29_10-49-32_sideRight__000492_r,4,3,-1
sideRight__BLR-2018-05-29_10-49-32_sideRight__000793_r,6,2,-4
sideRight__BLR-2018-05-29_10-59-01_sideRight__000006_r,2,2,0
sideRight__BLR-2018-05-29_10-59-01_sideRight__000069_r,5,3,-2
sideRight__BLR-2018-05-29_10-59-01_sideRight__0001635,3,2,-1
sideRight__BLR-2018-05-29_10-59-01_sideRight__000168_r,3,2,-1
sideRight__BLR-2018-05-29_10-59-01_sideRight__000172_r,1,1,0
sideRight__BLR-2018-05-29_10-59-01_sideRight__0002085,3,3,0
sideRight__BLR-2018-05-29_10-59-01_sideRight__000330_r,1,1,0
sideRight__BLR-2018-05-29_10-59-01_sideRight__000433_r,4,5,1
sideRight__BLR-2018-05-29_10-59-01_sideRight__000456_r,2,2,0
sideRight__BLR-2018-05-29_10-59-01_sideRight__0005145,1,1,0
sideRight__BLR-2018-05-29_10-59-01_sideRight__0007080,1,1,0
sideRight__BLR-2018-05-29_10-59-01_sideRight__0007755,2,2,0
sideRight__BLR-2018-05-29_10-59-01_sideRight__000784_r,1,2,1
sideRight__BLR-2018-05-29_10-59-01_sideRight__000793_r,2,1,-1
sideRight__BLR-2018-05-29_11-08-34_sideRight__0003840,2,2,0
sideRight__BLR-2018-05-29_11-08-34_sideRight__000469_r,3,3,0
sideRight__BLR-2018-05-29_11-08-34_sideRight__000618_r,2,2,0
sideRight__BLR-2018-05-29_11-08-34_sideRight__0008475,3,3,0
sideRight__BLR-2018-05-29_11-19-12_sideRight__0000240,4,3,-1
sideRight__BLR-2018-05-29_11-19-12_sideRight__000096_r,3,3,0
sideRight__BLR-2018-05-29_11-19-12_sideRight__000118_r,3,3,0
sideRight__BLR-2018-05-29_11-19-12_sideRight__000267_r,3,4,1
sideRight__BLR-2018-05-29_11-55-34_sideRight__000037_r,2,2,0
sideRight__BLR-2018-05-29_11-55-34_sideRight__000114_r,4,3,-1
sideRight__BLR-2018-05-29_11-55-34_sideRight__000190_r,2,2,0
sideRight__BLR-2018-05-31_11-10-16_sideRight__000483_r,0,0,0
sideRight__BLR-2018-05-31_11-21-58_sideRight__000406_r,7,7,0
sideRight__BLR-2018-05-31_11-21-58_sideRight__0004335,7,7,0
sideRight__BLR-2018-05-31_11-21-58_sideRight__0004650,9,7,-2
sideRight__BLR-2018-06-05_08-39-44_sideRight__000046_r,7,6,-1
sideRight__BLR-2018-06-05_08-39-44_sideRight__000105_r,7,6,-1
sideRight__BLR-2018-06-05_08-39-44_sideRight__0002625,4,4,0
sideRight__BLR-2018-06-05_08-39-44_sideRight__0004065,4,4,0
sideRight__BLR-2018-06-05_08-39-44_sideRight__0004200,3,2,-1
sideRight__BLR-2018-06-05_08-39-44_sideRight__0004335,2,2,0
sideRight__BLR-2018-06-05_08-39-44_sideRight__000451_r,2,2,0
sideRight__BLR-2018-06-05_08-39-44_sideRight__000537_r,1,1,0
sideRight__BLR-2018-06-05_08-39-44_sideRight__000802_r,3,3,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__000132_r,4,4,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__0001905,4,6,2
sideRight__BLR-2018-06-05_08-50-18_sideRight__0002850,1,1,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__0004965,2,2,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__000496_r,2,1,-1
sideRight__BLR-2018-06-05_08-50-18_sideRight__000505_r,4,3,-1
sideRight__BLR-2018-06-05_08-50-18_sideRight__0006855,5,5,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__000726_r,5,6,1
sideRight__BLR-2018-06-05_08-50-18_sideRight__0007710,5,5,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__0008430,5,5,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__0008610,5,5,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__0009375,4,4,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__0010455,5,6,1
sideRight__BLR-2018-06-05_08-50-18_sideRight__0011625,5,5,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__0012210,7,9,2
sideRight__BLR-2018-06-05_08-50-18_sideRight__001230_r,6,6,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__001320_r,6,6,0
sideRight__BLR-2018-06-05_08-50-18_sideRight__001338_r,6,9,3
sideRight__BLR-2018-06-06_16-30-25_sideRight__000379_r,4,4,0
sideRight__BLR-2018-06-06_16-30-25_sideRight__000532_r,2,2,0
